Stored procedure,Authentication,Input Parameters,Data Type,"OptionalOrMandatory
",Output Parameters,Data Type,Alias,Data Type,Description
[reading].[usp_SEL_functions_by_doc],,,,,,,General Field Name,nvarchar(50),
[reading].[usp_SEL_functions_by_doc],,,,,,,General Field Name ID,bigint,
[reading].[usp_SEL_functions_by_file] ,None,@fileid,bigint,Mandatory,@message,nvarchar(1000),File ID,bigint,Lists all of the functions linked to a given file ID.
[reading].[usp_SEL_functions_by_file] ,,,,,@transaction_status,nvarchar(50),Duty Function ID,bigint,
[reading].[usp_SEL_functions_by_file] ,,,,,,,Mnemonic,nvarchar(10),
[reading].[usp_SEL_functions_by_file] ,,,,,,,Duty Function Name,nvarchar(50),
[reading].[usp_SEL_functions_by_file] ,,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_functions_by_file] ,,,,,,,List Position,smallint,
[reading].[usp_SEL_functions_by_file] ,,,,,,,General Field Name,nvarchar(50),
[reading].[usp_SEL_functions_by_file] ,,,,,,,General Field Name ID,bigint,
[reading].[usp_SEL_functions_by_fnct_list],None,@functionlistid,bigint,Mandatory,@message,nvarchar(1000),Function List ID,bigint,Lists all duty functions for a given function list from the function lists table.
[reading].[usp_SEL_functions_by_fnct_list],,,,,@transaction_status,nvarchar(50),Duty Function ID,bigint,
[reading].[usp_SEL_functions_by_fnct_list],,,,,,,Function Mnemonic,nvarchar(10),
[reading].[usp_SEL_functions_by_fnct_list],,,,,,,Duty Function Name,nvarchar(50),
[reading].[usp_SEL_functions_by_fnct_list],,,,,,,Function Description,nvarchar(max),
[reading].[usp_SEL_functions_by_fnct_list],,,,,,,List Position,smallint,
[reading].[usp_SEL_general_field_names],None,,,,@message,nvarchar(1000),General Field Name ID,bigint,Lists all general field names.
[reading].[usp_SEL_general_field_names],,,,,@transaction_status,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_general_field_names],,,,,,,General Field Name,nvarchar(50),
[reading].[usp_SEL_general_field_names],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_general_field_names],,,,,,,List Position,smallint,
[reading].[usp_SEL_number_of_all_docs],None,,,,@message,nvarchar(1000),,,Returns the total number of documents that the connected user has viewing rights to.
[reading].[usp_SEL_number_of_all_docs],,,,,@transaction_status,nvarchar(50),,,Does not apply a filter group.
[reading].[usp_SEL_number_of_all_docs],,,,,@numdocs,bigint,,,
[reading].[usp_SEL_number_of_all_files],None,,,,@message,nvarchar(1000),,,Returns the total number of files that the connected user has viewing rights to.
[reading].[usp_SEL_number_of_all_files],,,,,@transaction_status,nvarchar(50),,,Does not apply a filter group.
[reading].[usp_SEL_number_of_all_files],,,,,@numfiles,bigint,,,
[reading].[usp_SEL_one_doc_all_data],None,@documentid,nvarchar(50),Mandatory,@message,nvarchar(1000),Document ID,nvarchar(50),Retrieves all the data for a document and all associated files according to a form ID.
[reading].[usp_SEL_one_doc_all_data],,@formid,bigint,Optional,@transaction_status,nvarchar(50),File ID,bigint,If no form ID IS supplied then the default will be used.
[reading].[usp_SEL_one_doc_all_data],,,,,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_one_doc_all_data],,,,,@numrecords,bigint,Name ID,bigint,
[reading].[usp_SEL_one_doc_all_data],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_one_doc_all_data],,,,,@formname,nvarchar(50),Attribute ID,bigint,
[reading].[usp_SEL_one_doc_all_data],,,,,,,Value,nvarchar(max),
[reading].[usp_SEL_one_doc_all_data],,,,,,,Units,nvarchar(50),
[reading].[usp_SEL_one_document_data],None,@documentid,nvarchar(50),Mandatory,@message,nvarchar(1000),Document ID,nvarchar(50),Retrieves all the data for a document and associated files according to a supplied  filter group ID and form ID. 
[reading].[usp_SEL_one_document_data],,@filtergroupid,bigint,Optional,@transaction_status,nvarchar(50),File ID,bigint, If no filter group or form ID are supplied then the default will be used.
[reading].[usp_SEL_one_document_data],,@formid,bigint,Optional,@numrows,bigint,Field Type,nvarchar(50),
[reading].[usp_SEL_one_document_data],,,,,@numrecords,bigint,Name ID,bigint,
[reading].[usp_SEL_one_document_data],,,,,@outputformid,bigint,Name,nvarchar(50),
[reading].[usp_SEL_one_document_data],,,,,@formname,nvarchar(50),Attribute ID,bigint,
[reading].[usp_SEL_one_document_data],,,,,@outputfiltergroupid,bigint,Value,nvarchar(max),
[reading].[usp_SEL_one_document_data],,,,,@filtergroupname,nvarchar(50),Units,nvarchar(50),
[reading].[usp_SEL_people_lists_by_doc],None,@documentid,nvarchar(50),Mandatory,@message,nvarchar(1000),Document ID,nvarchar(50),Lists all of the people lists linked to a given document ID.
[reading].[usp_SEL_people_lists_by_doc],,,,,@transaction_status,nvarchar(50),People List ID,bigint,
[reading].[usp_SEL_people_lists_by_doc],,,,,,,Mnemonic,nvarchar(10),
[reading].[usp_SEL_people_lists_by_doc],,,,,,,People List Name,nvarchar(50),
[reading].[usp_SEL_people_lists_by_doc],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_people_lists_by_doc],,,,,,,List Position,smallint,
[reading].[usp_SEL_people_lists_by_doc],,,,,,,General Field Name,nvarchar(50),
[reading].[usp_SEL_people_lists_by_doc],,,,,,,General Field Name ID,bigint,
[reading].[usp_SEL_users_by_doc],None,@documentid,nvarchar(50),Mandatory,@message,nvarchar(1000),Document ID,nvarchar(50),Lists all of the users linked to a given document ID.
[reading].[usp_SEL_users_by_doc],,,,,@transaction_status,nvarchar(50),User ID,bigint,
[reading].[usp_SEL_users_by_doc],,,,,,,Database Username,nvarchar(200),
[reading].[usp_SEL_users_by_doc],,,,,,,User Description,nvarchar(max),
[reading].[usp_SEL_users_by_doc],,,,,,,System Username,nvarchar(255),
[reading].[usp_SEL_users_by_doc],,,,,,,General Field Name,nvarchar(50),
[reading].[usp_SEL_users_by_doc],,,,,,,General Field Name ID,bigint,
[reading].[usp_SEL_users_by_file],None,@fileid,bigint,Mandatory,@message,nvarchar(1000),File ID,nvarchar(50),Lists all of the users linked to a given file ID.
[reading].[usp_SEL_users_by_file],,,,,@transaction_status,nvarchar(50),User ID,bigint,
[reading].[usp_SEL_users_by_file],,,,,,,Database Username,nvarchar(200),
[reading].[usp_SEL_users_by_file],,,,,,,User Description,nvarchar(max),
[reading].[usp_SEL_users_by_file],,,,,,,System Username,nvarchar(255),
[reading].[usp_SEL_users_by_file],,,,,,,General Field Name,nvarchar(50),
[reading].[usp_SEL_users_by_file],,,,,,,General Field Name ID,bigint,
[reading].[usp_SEL_people_lists_by_file],None,@fileid,bigint,Mandatory,@message,nvarchar(1000),File ID,bigint,Lists all of the people lists linked to a given file ID.
[reading].[usp_SEL_people_lists_by_file],,,,,@transaction_status,nvarchar(50),People List ID,bigint,
[reading].[usp_SEL_people_lists_by_file],,,,,,,Mnemonic,nvarchar(10),
[reading].[usp_SEL_people_lists_by_file],,,,,,,People List Name,nvarchar(50),
[reading].[usp_SEL_people_lists_by_file],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_people_lists_by_file],,,,,,,List Position,smallint,
[reading].[usp_SEL_people_lists_by_file],,,,,,,General Field Name,nvarchar(50),
[reading].[usp_SEL_people_lists_by_file],,,,,,,General Field Name ID,bigint,
[reading].[usp_SEL_people_lists_for_user],None,,,,@message,nvarchar(1000),People List ID,bigint,Lists all the people list names for the connected user
[reading].[usp_SEL_people_lists_for_user],,,,,@transaction_status,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_people_lists_for_user],,,,,,,People List Name,nvarchar(50),
[reading].[usp_SEL_people_lists_for_user],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_people_lists_for_user],,,,,,,List Position,smallint,
[reading].[usp_SEL_people_lists_for_user],,,,,,,Created,datetime2(7),
[reading].[usp_SEL_people_lists_for_user],,,,,,,Created By,nvarchar(128),
[reading].[usp_SEL_people_lists_by_person],None,@sidid,bigint,Mandatory,@message,nvarchar(1000),User ID,bigint,Lists all the person lists for a given individual.
[reading].[usp_SEL_people_lists_by_person],,,,,@transaction_status,nvarchar(50),People List ID,bigint,
[reading].[usp_SEL_people_lists_by_person],,,,,,,Mnemonic,nvarchar(10),
[reading].[usp_SEL_people_lists_by_person],,,,,,,People List Name,nvarchar(50),
[reading].[usp_SEL_people_lists_by_person],,,,,,,Description,nvarchar(max),
[reading].[usp_SEL_people_lists_by_person],,,,,,,List Position,smallint,
[reading].[usp_SEL_people_lists_by_person],,,,,,,Created,datetime2(7),
[reading].[usp_SEL_people_lists_by_person],,,,,,,Created By,nvarchar(128),
[reading].[usp_SEL_persons_by_people_list],None,@peoplelistid,bigint,Mandatory,@message,nvarchar(1000),People List ID,bigint,Lists all the individuals for a given people list.
[reading].[usp_SEL_persons_by_people_list],,,,,@transaction_status,nvarchar(50),User ID,bigint,
[reading].[usp_SEL_persons_by_people_list],,,,,,,Database Username,nvarchar(150),
[reading].[usp_SEL_persons_by_people_list],,,,,,,User Description,nvarchar(max),
[reading].[usp_SEL_persons_by_people_list],,,,,,,System Username,nvarchar(128),
[reading].[usp_SEL_persons_by_people_list],,,,,,,Person List Position,smallint,
[reading].[usp_SEL_persons_by_people_list],,,,,,,Created,datetime2(7),
[reading].[usp_SEL_persons_by_people_list],,,,,,,Created By,nvarchar(128),
[reading].[usp_SEL_persons_by_people_list],,,,,,,Windows Account Current,nvarchar(5),
[reading].[usp_SEL_privileges],Authoriser; Configurator; Controller; Editor; Reviewer; Reader,,,,@message,nvarchar(1000),Privilege Type,nvarchar(50),Selects all the privileges for the connected user.
[reading].[usp_SEL_privileges],,,,,@transaction_status,nvarchar(50),Privilege ID,bigint,
[reading].[usp_SEL_privileges],,,,,,,Privilege Name,nvarchar(50),
[reading].[usp_SEL_privileges],,,,,,,Granted On,datetime2(7),
[reading].[usp_SEL_privileges],,,,,,,Granted By,nvarchar(128),
[reading].[usp_SEL_restr_doc_group_names],None,,,,@message,nvarchar(1000),Doc Group ID,bigint,"Selects document groups which the connected user has rights to, except those which have no restrictions "
[reading].[usp_SEL_restr_doc_group_names],,,,,@transaction_status,nvarchar(50),Mnemonic,nvarchar(10),
[reading].[usp_SEL_restr_doc_group_names],,,,,,,Doc Group Name,nvarchar(50),
[reading].[usp_SEL_restr_doc_group_names],,,,,,,Description,varchar(20),
[reading].[usp_SEL_tag_br_tr_perm_flists],None,,,,@message,nvarchar(1000),Tag Browsing Tree ID,bigint,Selects all the records which authorise members of a function list to link to a tag browsing tree.
[reading].[usp_SEL_tag_br_tr_perm_flists],,,,,@transaction_status,nvarchar(50),Tag Browsing Tree Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_br_tr_perm_flists],,,,,,,Tag Browsing Tree Name,nvarchar(50),
[reading].[usp_SEL_tag_br_tr_perm_flists],,,,,,,Tag Browsing Tree Description,nvarchar(max),
[reading].[usp_SEL_tag_br_tr_perm_flists],,,,,,,Function List ID,bigint,
[reading].[usp_SEL_tag_br_tr_perm_flists],,,,,,,Function List Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_br_tr_perm_flists],,,,,,,Function List Name,nvarchar(50),
[reading].[usp_SEL_tag_br_tr_perm_flists],,,,,,,Function List Description,nvarchar(max),
[reading].[usp_SEL_tag_br_tr_perm_plists],None,,,,@message,nvarchar(1000),Tag Browsing Tree ID,bigint,Selects all the records which authorise members of a people list to link to a tag browsing tree.
[reading].[usp_SEL_tag_br_tr_perm_plists],,,,,@transaction_status,nvarchar(50),Tag Browsing Tree Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_br_tr_perm_plists],,,,,,,Tag Browsing Tree Name,nvarchar(50),
[reading].[usp_SEL_tag_br_tr_perm_plists],,,,,,,Tag Browsing Tree Description,nvarchar(max),
[reading].[usp_SEL_tag_br_tr_perm_plists],,,,,,,People List ID,bigint,
[reading].[usp_SEL_tag_br_tr_perm_plists],,,,,,,People List Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_br_tr_perm_plists],,,,,,,People List Name,nvarchar(50),
[reading].[usp_SEL_tag_br_tr_perm_plists],,,,,,,People List Description,nvarchar(max),
[reading].[usp_SEL_tag_by_tag_id],None,@tag_id,bigint,Mandatory,@message,nvarchar(1000),Tag ID,bigint,Selects the details for a given tag ID.
[reading].[usp_SEL_tag_by_tag_id],,,,,@transaction_status,nvarchar(50),Tag Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_by_tag_id],,,,,,,Tag Name,nvarchar(50),
[reading].[usp_SEL_tag_by_tag_id],,,,,,,Tag Description,nvarchar(max),
[reading].[usp_SEL_tag_get_ancestors],None,@tag_tree_node_id,bigint,Mandatory,@message,nvarchar(1000),Tag Tree Node ID,bigint,Selects all of the ancestors of a tag tree node.
[reading].[usp_SEL_tag_get_ancestors],,,,,@transaction_status,nvarchar(50),Tag ID,bigint,
[reading].[usp_SEL_tag_get_ancestors],,,,,,,Tag Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_get_ancestors],,,,,,,Tag Name,nvarchar(50),
[reading].[usp_SEL_tag_get_ancestors],,,,,,,Tag Description,nvarchar(max),
[reading].[usp_SEL_tag_get_ancestors],,,,,,,Tag Tree Node ID,bigint,
[reading].[usp_SEL_tag_get_ancestors],,,,,,,Tag Tree HierarchyId,nvarchar(4000),
[reading].[usp_SEL_tag_get_descendants],None,@tag_tree_node_id,bigint,Mandatory,@message,nvarchar(1000),Tag ID,bigint,Selects all of the descendants of a tag tree node.
[reading].[usp_SEL_tag_get_descendants],,,,,@transaction_status,nvarchar(50),Tag Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_get_descendants],,,,,,,Tag Name,nvarchar(50),
[reading].[usp_SEL_tag_get_descendants],,,,,,,Tag Description,nvarchar(max),
[reading].[usp_SEL_tag_get_descendants],,,,,,,Tag Tree Node ID,bigint,
[reading].[usp_SEL_tag_get_descendants],,,,,,,Tag Tree HierarchyId,nvarchar(4000),
[reading].[usp_SEL_tag_get_root],None,@tag_tree_node_id,bigint,Mandatory,@message,nvarchar(1000),Tag Tree Node ID,bigint,Selects the root node of the tree for a given node. 
[reading].[usp_SEL_tag_get_root],,,,,@transaction_status,nvarchar(50),Tag ID,bigint,
[reading].[usp_SEL_tag_get_root],,,,,,,Tag Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_get_root],,,,,,,Tag Name,nvarchar(50),
[reading].[usp_SEL_tag_get_root],,,,,,,Tag Description,nvarchar(max),
[reading].[usp_SEL_tag_get_root],,,,,,,Tag Tree Node ID,bigint,
[reading].[usp_SEL_tag_get_root],,,,,,,Tag Tree HierarchyId,nvarchar(4000),
[reading].[usp_SEL_tag_group_perm_flists],None,,,,@message,nvarchar(1000),Tag Group ID,bigint,Selects all the records which authorise members of a function list to link tags to a tag group.
[reading].[usp_SEL_tag_group_perm_flists],,,,,@transaction_status,nvarchar(50),Tag Group Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_group_perm_flists],,,,,,,Tag Group Name,nvarchar(50),
[reading].[usp_SEL_tag_group_perm_flists],,,,,,,Tag Group Description,nvarchar(max),
[reading].[usp_SEL_tag_group_perm_flists],,,,,,,Function List ID,bigint,
[reading].[usp_SEL_tag_group_perm_flists],,,,,,,Function List Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_group_perm_flists],,,,,,,Function List Name,nvarchar(50),
[reading].[usp_SEL_tag_group_perm_flists],,,,,,,Function List Description,nvarchar(max),
[reading].[usp_SEL_tag_group_perm_plists],None,,,,@message,nvarchar(1000),Tag Group ID,bigint,Selects all the records which authorise members of a people list to link tags to a tag group.
[reading].[usp_SEL_tag_group_perm_plists],,,,,@transaction_status,nvarchar(50),Tag Group Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_group_perm_plists],,,,,,,Tag Group Name,nvarchar(50),
[reading].[usp_SEL_tag_group_perm_plists],,,,,,,Tag Group Description,nvarchar(max),
[reading].[usp_SEL_tag_group_perm_plists],,,,,,,People List ID,bigint,
[reading].[usp_SEL_tag_group_perm_plists],,,,,,,People List Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_group_perm_plists],,,,,,,People List Name,nvarchar(50),
[reading].[usp_SEL_tag_group_perm_plists],,,,,,,People List Description,nvarchar(max),
[reading].[usp_SEL_tag_groups_by_tag] ,None,@tag_id,bigint,Mandatory,@message,nvarchar(1000),Tag ID,bigint,Selects the data for all of the tag groups linked to a given tag. 
[reading].[usp_SEL_tag_groups_by_tag] ,,,,,@transaction_status,nvarchar(50),Tag Group ID,bigint,
[reading].[usp_SEL_tag_groups_by_tag] ,,,,,,,Tag Group Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_groups_by_tag] ,,,,,,,Tag Group Name,nvarchar(50),
[reading].[usp_SEL_tag_groups_by_tag] ,,,,,,,Tag Group Description,nvarchar(max),
[reading].[usp_SEL_tag_groups_by_tag] ,,,,,,,List Position,int,
[reading].[usp_SEL_tag_groups_with_ed_perm],None,,,,@message,nvarchar(1000),Tag Group ID,bigint,Lists all tag groups which the connected user has permission to link tags to.
[reading].[usp_SEL_tag_groups_with_ed_perm],,,,,@transaction_status,nvarchar(50),Tag Group Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_groups_with_ed_perm],,,,,,,Tag Group Name,nvarchar(50),
[reading].[usp_SEL_tag_groups_with_ed_perm],,,,,,,Tag Group Description,nvarchar(max),
[reading].[usp_SEL_tag_groups_with_ed_perm],,,,,,,List Position,int,
[reading].[usp_SEL_tag_tree_by_tree_id],None,@tag_treeid,bigint,Mandatory,@message,nvarchar(1000),Tag Tree ID,bigint,Selects all of the tags for a given tag tree ID.
[reading].[usp_SEL_tag_tree_by_tree_id],,,,,@transaction_status,nvarchar(50),Tag ID,bigint,
[reading].[usp_SEL_tag_tree_by_tree_id],,,,,,,Tag Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_tree_by_tree_id],,,,,,,Tag Name,nvarchar(50),
[reading].[usp_SEL_tag_tree_by_tree_id],,,,,,,Tag Description,nvarchar(max),
[reading].[usp_SEL_tag_tree_by_tree_id],,,,,,,Tag Tree Node ID,bigint,
[reading].[usp_SEL_tag_tree_by_tree_id],,,,,,,Tag Tree HierarchyId,nvarchar(4000),
[reading].[usp_SEL_tag_tree_perm_flists],None,,,,@message,nvarchar(1000),Tag Tree ID,bigint,Selects all the records which authorise members of a function list to link to a tag tree.
[reading].[usp_SEL_tag_tree_perm_flists],,,,,@transaction_status,nvarchar(50),Tag Tree Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_tree_perm_flists],,,,,,,Tag Tree Name,nvarchar(50),
[reading].[usp_SEL_tag_tree_perm_flists],,,,,,,Tag Tree Description,nvarchar(max),
[reading].[usp_SEL_tag_tree_perm_flists],,,,,,,Function List ID,bigint,
[reading].[usp_SEL_tag_tree_perm_flists],,,,,,,Function List Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_tree_perm_flists],,,,,,,Function List Name,nvarchar(50),
[reading].[usp_SEL_tag_tree_perm_flists],,,,,,,Function List Description,nvarchar(max),
[reading].[usp_SEL_tag_tree_perm_plists],None,,,,@message,nvarchar(1000),Tag Tree ID,bigint,Selects people lists and linked tag relationship trees which the connected user has rights to
[reading].[usp_SEL_tag_tree_perm_plists],,,,,@transaction_status,nvarchar(50),Tag Tree Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_tree_perm_plists],,,,,,,Tag Tree Name,nvarchar(50),
[reading].[usp_SEL_tag_tree_perm_plists],,,,,,,Tag Tree Description,nvarchar(max),
[reading].[usp_SEL_tag_tree_perm_plists],,,,,,,People List ID,bigint,
[reading].[usp_SEL_tag_tree_perm_plists],,,,,,,People List Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_tree_perm_plists],,,,,,,People List Name,nvarchar(50),
[reading].[usp_SEL_tag_tree_perm_plists],,,,,,,People List Description,nvarchar(max),
[reading].[usp_SEL_tag_trees_with_ed_perm],None,,,,@message,nvarchar(1000),Tag Tree ID,bigint,Selects all tag tree name details which the connected user has edit permission for.
[reading].[usp_SEL_tag_trees_with_ed_perm],,,,,@transaction_status,nvarchar(50),Tag Tree Mnemonic,nvarchar(10),
[reading].[usp_SEL_tag_trees_with_ed_perm],,,,,,,TagTree Name,nvarchar(50),
[reading].[usp_SEL_tag_trees_with_ed_perm],,,,,,,Tag Tree Description,nvarchar(max),
[reading].[usp_SEL_tag_trees_with_ed_perm],,,,,,,List Position,int,
[reading].[usp_SEL_tags_by_doc],None,@documentid,nvarchar(50),Mandatory,@message,nvarchar(1000),Document ID,nvarchar (50),Selects all of the tags linked to a given document.
[reading].[usp_SEL_tags_by_doc],,@tag_descendants,nvarchar(3),Optional,@transaction_status,nvarchar(50),Tag ID,bigint,Tag descendants are applied if @tag_descendants =  'ON'.
[reading].[usp_SEL_tags_by_doc],,,,,,,Tag Mnemonic,nvarchar(10),
[reading].[usp_SEL_tags_by_doc],,,,,,,Tag Name,Nvarchar(50),
[reading].[usp_SEL_tags_by_doc],,,,,,,Tag Description,nvarchar(max),
[reading].[usp_SEL_tags_by_doc],,,,,,,Tag Tree ID,bigint,
[reading].[usp_SEL_tags_by_doc],,,,,,,Tag Tree Mnemonic,nvarchar(10),
[reading].[usp_SEL_tags_by_doc],,,,,,,Tag Tree Name,nvarchar(50),
[reading].[usp_SEL_tags_by_doc],,,,,,,Tag Tree HierarchyId,nvarchar(4000),
[reading].[usp_SEL_tags_by_string],None,@likestring,nvarchar(50),Optional,@message,nvarchar(1000),Tag ID,bigint,Selects all the tags which contain a string equal or like a given string.
[reading].[usp_SEL_tags_by_string],,,,,@transaction_status,nvarchar(50),Tag Mnemonic,nvarchar(10),
[reading].[usp_SEL_tags_by_string],,,,,,,Tag Name,nvarchar(50),
[reading].[usp_SEL_tags_by_string],,,,,,,Tag Description,nvarchar(max),
[reading].[usp_SEL_tags_by_tag_group],None,@tag_groupid,bigint,Mandatory,@message,nvarchar(1000),Tag Group ID,bigint,Selects the data for all tags for a given tag group.
[reading].[usp_SEL_tags_by_tag_group],,,,,@transaction_status,nvarchar(50),Tag ID,bigint,
[reading].[usp_SEL_tags_by_tag_group],,,,,,,Tag Mnemonic,nvarchar(10),
[reading].[usp_SEL_tags_by_tag_group],,,,,,,Tag Name,nvarchar(50),
[reading].[usp_SEL_tags_by_tag_group],,,,,,,Tag Description,nvarchar(max),
[reading].[usp_SEL_tags_with_ed_perm],None,,,,,,Tag ID,bigint,Selects all the tags which the connected user has edit permission for.
[reading].[usp_SEL_tags_with_ed_perm],,,,,,,Tag Mnemonic,nvarchar(10),
[reading].[usp_SEL_tags_with_ed_perm],,,,,,,Tag Name,nvarchar(50),
[reading].[usp_SEL_tags_with_ed_perm],,,,,,,Tag Description,nvarchar(max),
[reading].[usp_SEL_transaction_group],None,@transactiongroup,bigint,Mandatory,@message,nvarchar(1000),Transaction Group ID,bigint,Reads the note for a given transaction group.
[reading].[usp_SEL_transaction_group],,,,,@transaction_status,nvarchar(50),Transaction Group Note,nvarchar(max),
[reading].[usp_SEL_transaction_grp_cont],None,@likestring,nvarchar(max),Optional,@message,nvarchar(1000),Transaction Group ID,bigint,List transaction groups containg a given string.
[reading].[usp_SEL_transaction_grp_cont],,,,,@transaction_status,nvarchar(50),Transaction Group Note,nvarchar(max),
[reading].[usp_SEL_tree_node],None,@tag_tree_node_id,bigint,Mandatory,@message,nvarchar(1000),Tag ID,bigint,Selects the details for a given tag tree node.
[reading].[usp_SEL_tree_node],,,,,@transaction_status,nvarchar(50),Tag Mnemonic,nvarchar(10),
[reading].[usp_SEL_tree_node],,,,,,,Tag Name,nvarchar(50),
[reading].[usp_SEL_tree_node],,,,,,,Tag Description,nvarchar(max),
[reading].[usp_SEL_tree_node],,,,,,,Tag Tree Node ID,bigint,
[reading].[usp_SEL_tree_node],,,,,,,Tag Tree HierarchyId,nvarchar(4000),
[reading].[usp_SEL_trees_by_tag] ,None,@tag_id,bigint,Mandatory,@message,nvarchar(1000),Tag ID,bigint,"Selects the details of all trees which contain a given tag, and also returns the node ID and node string."
[reading].[usp_SEL_trees_by_tag] ,,,,,@transaction_status,nvarchar(50),Tag Tree ID,bigint,
[reading].[usp_SEL_trees_by_tag] ,,,,,,,Tag Tree Mnemonic,nvarchar(10),
[reading].[usp_SEL_trees_by_tag] ,,,,,,,TagTree Name,nvarchar(50),
[reading].[usp_SEL_trees_by_tag] ,,,,,,,Tag Tree Description,nvarchar(max),
[reading].[usp_SEL_trees_by_tag] ,,,,,,,List Position,int,
[reading].[usp_SEL_trees_by_tag] ,,,,,,,Tag Tree Node ID,bigint,
[reading].[usp_SEL_trees_by_tag] ,,,,,,,Tag Tree HierarchyId,nvarchar(4000),
[reading].[usp_SEL_brsng_trees_by_tag],None,@tag_id,bigint,Mandatory,@message,nvarchar(1000),Tag ID,bigint,"Selects the details of all the tag browsing trees which contain a given tag, and also returns the node ID and node string."
[reading].[usp_SEL_brsng_trees_by_tag],,,,,@transaction_status,nvarchar(50),Tag Tree ID,bigint,
[reading].[usp_SEL_brsng_trees_by_tag],,,,,,,Tag Tree Mnemonic,nvarchar(10),
[reading].[usp_SEL_brsng_trees_by_tag],,,,,,,TagTree Name,nvarchar(50),
[reading].[usp_SEL_brsng_trees_by_tag],,,,,,,Tag Tree Description,nvarchar(max),
[reading].[usp_SEL_brsng_trees_by_tag],,,,,,,List Position,int,
[reading].[usp_SEL_brsng_trees_by_tag],,,,,,,Tag Tree Node ID,bigint,
[reading].[usp_SEL_brsng_trees_by_tag],,,,,,,Tag Tree HierarchyId,nvarchar(4000),
[reading].[usp_SEL_user_roles],None,,,,@message,nvarchar(1000),Role Name,nvarchar(50),Selects the roles for the currently connected user.
[reading].[usp_SEL_user_roles],,,,,@transaction_status,nvarchar(50),,,
[reading].[usp_SEL_wf_funct_by_step_id],None,@instance_step_id,bigint,Mandatory,@message,nvarchar(1000),Workflow Instance Step ID,bigint,Outputs workflow duty functions and associated data for a given instance step ID.
[reading].[usp_SEL_wf_funct_by_step_id],,,,,@transaction_status,nvarchar(50),Function Mnemonic,nvarchar(10),Only returns data for cases where the user has viewing rights to the document. 
[reading].[usp_SEL_wf_funct_by_step_id],,,,,@numrows,bigint,Function Name,nvarchar(50),
[reading].[usp_SEL_wf_funct_by_step_id],,,,,,,Function Description,nvarchar(max),
[reading].[usp_SEL_wf_funct_by_step_id],,,,,,,List Position,int,
[reading].[usp_SEL_wf_funct_files_by_step],None,@instance_step_id,bigint,Mandatory,@message,nvarchar(1000),Workflow Instance Step ID,bigint,Selects files data from workflow_instances.workflow_function_output_files for a given step ID.
[reading].[usp_SEL_wf_funct_files_by_step],,,,,@transaction_status,nvarchar(50),File ID,bigint,Only returns data for cases where the user has viewing rights to the document. 
[reading].[usp_SEL_wf_funct_files_by_step],,,,,@numrows,bigint,Filename,nvarchar(255),
[reading].[usp_SEL_wf_funct_files_by_step],,,,,,,Duty Function ID,bigint,
[reading].[usp_SEL_wf_funct_files_by_step],,,,,,,Duty Function Mnemonic,nvarchar(10),
[reading].[usp_SEL_wf_funct_files_by_step],,,,,,,Duty Function Name,nvarchar(50),
[reading].[usp_SEL_wf_funct_files_by_step],,,,,,,Duty Function Description,nvarchar(max),
[reading].[usp_SEL_wf_funct_files_by_step],,,,,,,Duty Function List Position,int,
[reading].[usp_SEL_wf_funct_output_files],None,,,,@message,nvarchar(1000),File ID,bigint,Selects file IDs and related data where files are linked to workflow steps.
[reading].[usp_SEL_wf_funct_output_files],,,,,@transaction_status,nvarchar(50),Filename,nvarchar(255),Only returns data for cases where the user has viewing rights to the document. 
[reading].[usp_SEL_wf_funct_output_files],,,,,@numrows,bigint,Duty Function ID,bigint,
[reading].[usp_SEL_wf_funct_output_files],,,,,,,Duty Function Mnemonic,nvarchar(10),
