MenuItemId,Label,ParentMenu,Roles,ActionType,Reference,Shortcut,Order,Description,Icon
all-files-real-between-form-7,Files Real Number Between -- Unfiltered,ReaderFiles-Unfiltered,Reader,FORM,all-files-real-between-form,,26,Select file IDs and metadata where the value for a given real number field is between two given values. No filter group is applied.,
all-files-real-equals-form-9,Files Real Number Equals -- Unfiltered,ReaderFiles-Unfiltered,Reader,FORM,all-files-real-equals-form,,27,Select file IDs and metadata where the value for a given real number field equals a given value. No filter group is applied.,
all-files-real-greater-form-3,Files Real Number Greater Than -- Unfiltered,ReaderFiles-Unfiltered,Reader,FORM,all-files-real-greater-form,,28,Select file IDs and metadata where the value for a given real number field is greater than a given value.  No filter group is applied.,
all-files-real-less-form-7,Files Real Number Less Than -- Unfiltered,ReaderFiles-Unfiltered,Reader,FORM,all-files-real-less-form,,29,Select file IDs and metadata according to where a real number of less than a given value.  Applies a filter group.,
all-files-with-ed-perm-form-13,Metadata Editable Files for User -- Unfiltered,ReaderFiles-Unfiltered,Reader,FORM,all-files-with-ed-perm-form,,30,List the metadata for all of the files for which the connected user has edit permission.,
all-fls-by-co-ms-attr-form-3,All Files for Common Object Multi-Select Attribute -- Unfiltered,ReaderFiles-Unfiltered,Reader,FORM,all-fls-by-co-ms-attr-form,,31,List all the metadata for files for a given common object multi-select attribute.,
all-fls-by-co-rb-attr-form-7,All Files for Common Object Radio Button Attribute -- Unfiltered,ReaderFiles-Unfiltered,Reader,FORM,all-fls-by-co-rb-attr-form,,32,List all the metadata for files for a given common object radio button attribute.,
ListAllFiles,List All Files -- Unfiltered ,ReaderFiles-Unfiltered,Reader,CHAIN,list-all-files-with-numbers,,100,List all files,
FilterGroups2,List all Filter Groups,ReadingFilterGroup,Reader,READ,all-filter-groups,,1,Select all filter groups,
FilterGroupAttributes2,Filter Group Attributes,ReadingFilterGroup,Reader,FORM,all-filter-group-attr-form,,2,Select all the attributes linked to a given filter group id.,
AllFormFields,All Form Fields,ReadingFormsMenu,Reader,READ,all-form-fields,,1,List all of the elements of a form.,
FormGroups,Form Groups,ReadingFormsMenu,Reader,READ,all-form-groups,,2,Select all form groups.,
AllFormNames,All Form Names,ReadingFormsMenu,Reader,READ,all-form-names,,3,Select all form names.,
PeopleReadingMenu,People,ReadingMenu,Reader,,,,4,People Listing Menu,
ReadingFilterGroup,Filter Groups,ReadingMenu,Reader,,,,,,
WfFunctOutputFiles,Workflow Function Output Files,ReadingWorkflowMenu,Reader,READ,wf-funct-output-files,,1,Select file IDs and related data where files are linked to workflow steps.,
WfInputStepFiles,Workflow Input Step Files,ReadingWorkflowMenu,Reader,READ,wf-input-step-files,,2,List all workflow instance input files.,
WfPeopleOutputFiles-1,Workflow People Output Files,ReadingWorkflowMenu,Reader,READ,wf-people-output-files,,3,Select output files linked to steps via individuals.,
WfStepDutyFuncts,Workflow Step Duty Functions,ReadingWorkflowMenu,Reader,READ,wf-step-duty-functs,,4,Retrieve all duty functions and associated data linked to workflow instances.,
WfStepParticipants,Workflow Step Participants,ReadingWorkflowMenu,Reader,READ,wf-step-participants,,5,Retrieve all workflow participants and associated data.,
WfStepStatusDefs-1,Workflow Step Status Definitions,ReadingWorkflowMenu,Reader,READ,wf-step-status-defs,,6,Select all workflow step status definition name records,
WorkflowActions,Workflow Actions,ReadingWorkflowMenu,Reader,READ,workflow-actions,,7,List all workflow action name records.,
WorkflowInstanceDefs,Workflow Instance Definitions,ReadingWorkflowMenu,Reader,READ,workflow-instance-defs,,8,Return all of the workflow instance definitions and associated workflow model details.,
WorkflowModelNames,Workflow Model Names,ReadingWorkflowMenu,Reader,READ,workflow-model-names,,9,List all workflow rule name records.,
WorkflowOutputDefs,Workflow Output Definitions,ReadingWorkflowMenu,Reader,READ,workflow-output-defs,,10,Select all workflow output definition name records,
WorkflowRules,Workflow Rules,ReadingWorkflowMenu,Reader,READ,workflow-rules,,11,Select workflow rules linked to a given workflow step definition.,
wf-funct-by-step-id-form,Duty Functions By Step,ReadingWorkflowMenu,Reader,FORM,wf-funct-by-step-id-form,,,Retrieve workflow duty functions and associated data for a given instance step ID.,
wf-funct-files-by-step-form,Function Files By Step,ReadingWorkflowMenu,Reader,FORM,wf-funct-files-by-step-form,,,Select workflow function output file data for a given workflow step.,
wf-input-files-by-step-form,Input Files By Step,ReadingWorkflowMenu,Reader,FORM,wf-input-files-by-step-form,,,List workflow instance input files for a given workflow instance step.,
wf-inst-def-by-doc-form,Workflow Instance Definitions for Document,ReadingWorkflowMenu,Reader,FORM,wf-inst-def-by-doc-form,,,Return all of the workflow instance definitions and associated workflow model details for a given document ID.,
wf-inst-def-by-model-form,Workflow Instance Definition for Workflow Model,ReadingWorkflowMenu,Reader,FORM,wf-inst-def-by-model-form,,,Return all of the workflow instance definitions and associated workflow model details for a given model ID.,
wf-inst-steps-by-inst-form,Steps for Workflow Instance,ReadingWorkflowMenu,Reader,FORM,wf-inst-steps-by-inst-form,,,Return denormalised data for all instance steps for a given workflow instance ID.,
wf-people-by-step-id-form,Participants By Step,ReadingWorkflowMenu,Reader,FORM,wf-people-by-step-id-form,,,Retrieve workflow participants and associated data for a given instance step ID.,
wf-people-files-by-step-form,People Files By Step,ReadingWorkflowMenu,Reader,FORM,wf-people-files-by-step-form,,,Select  workflow person output file data for a given workflow step. ,
wf-rules-by-model-step-form,Workflow Rules By Model Step,ReadingWorkflowMenu,Reader,FORM,wf-rules-by-model-step-form,,,Select workflow rules for a model step,
wf-step-get-ancestors-form,Ancestors for Step,ReadingWorkflowMenu,Reader,FORM,wf-step-get-ancestors-form,,,Select the data for all of the ancestors of a given instance step ID.,
wf-step-get-descendts-form,Descendants for Step,ReadingWorkflowMenu,Reader,FORM,wf-step-get-descendts-form,,,Select the data for descendants of a given instance step ID.,
wf-step-get-parents-form,Parent for Step,ReadingWorkflowMenu,Reader,FORM,wf-step-get-parents-form,,,Select the data for the parent of a given instance step ID.,
wf-step-get-siblings-form,Siblings for Step,ReadingWorkflowMenu,Reader,FORM,wf-step-get-siblings-form,,,Select the data for the sibling of a given instance step ID.,
wf-step-get-step-data-form,Step Data,ReadingWorkflowMenu,Reader,FORM,wf-step-get-step-data-form,,,Select the data for a given instance step ID.,
wf-steps-by-duty-funct-form,Workflow Instance Steps By Function,ReadingWorkflowMenu,Reader,FORM,wf-steps-by-duty-funct-form,,,Retrieve all workflow instance steps and associated data linked to workflow instances for a given function ID.,
wf-steps-by-model-name-form,Workflow Nodes for Workflow Model,ReadingWorkflowMenu,Reader,FORM,wf-steps-by-model-name-form,,,Select all the workflow table nodes for a given workflow model ID.,
wf-steps-by-person-form,Workflow Steps By User,ReadingWorkflowMenu,Reader,FORM,wf-steps-by-person-form,,,Retrieve workflow steps and associated data for a given User ID.,
wf-track-log-by-id-form,Track Log By Log ID,ReadingWorkflowMenu,Reader,FORM,wf-track-log-by-id-form,,,Retrieve track log records for a given track log record ID.,
wf-tr-log-index-by-doc-form,Track Log Index for Document,ReadingWorkflowMenu,Reader,FORM,wf-tr-log-index-by-doc-form,,,Retrieve track log index records for a given document ID.,
workflow-step-transn-form,Step Transision Details,ReadingWorkflowMenu,Reader,FORM,workflow-step-transn-form,,,Select the data for a given workflow model step transition ID.,
rid-tag-browse-tree-name-indiv-create-form,Create Tag Tree for Connected User,TagsMenu-Editing,Reader,FORM,rid-tag-browse-tree-name-indiv-create-form,,1,Create a new tag tree name which is linked to the connected user.,
rid-tag-browse-tree-name-indiv-update-form,Update Personal Tag Browsing Tree,TagsMenu-Editing,Reader,FORM,rid-tag-browse-tree-name-indiv-update-form,,2,Update the tag browsing tree name for the tag browsing tree linked to the connected user.,
rid-del-indiv-br-tree-form-1,Delete Personal Browsing Tree,TagsMenu-Editing,Reader,FORM,rid-del-indiv-br-tree-form,,3,Delete an individual browsing tree,
rid-ins-tag-browsing-tree-node-form-2,Create Tag Browsing Tree Node,TagsMenu-Editing,Reader,FORM,rid-ins-tag-browsing-tree-node-form,,4,Create a node into the tag browsing tree.,
rid-upd-tag-br-tree-tag-form-3,Replace Tag at Tag Browsing Tree Node,TagsMenu-Editing,Reader,FORM,rid-upd-tag-br-tree-tag-form,,5,Replace the tag at a given node in a tag browsing tree.,
rid-tag-browse-tree-node-delete-form-3,Delete Tag Browsing Tree Node,TagsMenu-Editing,Reader,FORM,rid-tag-browse-tree-node-delete-form,,6,Delete a tag browsing tree node.,
rid-upd-tag-browsing-tree-node-form-2,Update Browsing Tree Node Position,TagsMenu-Editing,Reader,FORM,rid-upd-tag-browsing-tree-node-form,,7,Update the position of a browsing tree node.,
rid-del-tag-br-tree-branch-form-3,Delete Tag Browsing Tree Branch,TagsMenu-Editing,Reader,FORM,rid-del-tag-br-tree-branch-form,,8,Delete a branch of a tag browsing tree.,
TagGroupIdNames-1,Tag Group ID Names,TagsMenu-Reading,Reader,READ,all-tag-group-id-names,,9,Select all tag group name details.,
TagGroupLinks,Tag Group Links,TagsMenu-Reading,Reader,READ,all-tag-group-links,,10,Select the data for all tag to tag group Link.,
BrowsingTreesWithEditPerm,Browsing Trees With Edit Permission,TagsMenu-Reading,Reader,READ,brsng-trees-wth-ed-prm,,14,Select all tag browsing tree details which the connected user has edit permission for.,
ListIndividualBrowsingTrees,Personal Browsing Trees,TagsMenu-Reading,Reader,READ,read-individual-browsing-trees,,15,List tag browsing trees that are owned by the connected user,
TagBrTrPermFlists,Tag Browsing Tree Permission Function Lists,TagsMenu-Reading,Reader,READ,tag-br-tr-perm-flists,,16,Select all the records which authorise members of a function list to link to a tag browsing tree.,
TagBrTrPermPlists,Tag Browsing Tree Permission People Lists,TagsMenu-Reading,Reader,READ,tag-br-tr-perm-plists,,17,Select all the records which authorise members of a people list to link to a tag browsing tree.,
TagGroupPermFlists,Tag Group Permission Function Lists,TagsMenu-Reading,Reader,READ,tag-group-perm-flists,,18,Select all the records which authorise members of a function list to link tags to a tag group.,
TagGroupPermPlists,Tag Group Permission People Lists,TagsMenu-Reading,Reader,READ,tag-group-perm-plists,,19,Select all the records which authorise members of a people list to link tags to a tag group.,
TagGroupsWithEditPerm,Tag Groups With Edit Permission,TagsMenu-Reading,Reader,READ,tag-groups-with-ed-perm,,20,List all tag groups which the connected user has permission to link tags to.,
TagsWithEditPerm-1,Tags With Edit Permission,TagsMenu-Reading,Reader,READ,tags-with-ed-perm,,21,Select all the tags which the connected user has edit permission for.,
TagTreePermFlists,Tag Relationship Tree Permission Function Lists,TagsMenu-Reading,Reader,READ,tag-tree-perm-flists,,22,Select all the records which authorise members of a function list to link to a tag tree.,
TagTreePermPlists,Tag Relationship Tree Permission People Lists,TagsMenu-Reading,Reader,READ,tag-tree-perm-plists,,23,Select all the records which authorise members of a people list to link to a tag tree.,
TagTreesWithEditPerm,Tag Trees With Edit Permission,TagsMenu-Reading,Reader,READ,tag-trees-with-ed-perm,,24,Select all tag tree name details which the connected user has edit permission for.,
FilenameContains-All,Filename Contains (unfiltered),ContentSearch,Reader;Editor;Reviewer;Controller;Configurator,FORM,list-filename-contains,,4,Search for files by filename-contains,
ReviewingMenu,Reviewer,AdvancedMenu,Reviewer,,,,7,Reviewer menu,
FilterGroups6,List all Filter Groups,ReviewingFilterGroup,Reviewer,READ,all-filter-groups,,1,Select all filter groups,
FilterGroupAttributes6,Filter Group Attributes,ReviewingFilterGroup,Reviewer,FORM,all-filter-group-attr-form,,2,Select all the attributes linked to a given filter group id.,
ReviewingMenu-Documents,Documents,ReviewingMenu,Reviewer,,,,,,
ReviewingMenu-Files,Files,ReviewingMenu,Reviewer,,,,,,
ReviewingFilterGroup,Filter Groups,ReviewingMenu,Reviewer,,,,,,
all-documents-form-3,All Documents,ReviewingMenu-Documents,Reviewer,CHAIN,list-all-docs,,100,List all documents,
all-docs-by-br-tr-node-form-RM,Docs By Browsing Tree Node -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-br-tr-node-form,,,Select all of the documents via selection of a browsing tree node.,
all-docs-by-co-ms-attr-form-RM,All Docs for Common Object Multi-Select Attribute,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-co-ms-attr-form,,,List all the metadata for documents for a given common object multi-select attribute.,
all-docs-by-co-rb-attr-form-RM,Docs for Common Object Radio Button Attribute,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-co-rb-attr-form,,,List all the metadata for documents for a given common object radio button attribute. Does not list associated files and does not apply a filter group.,
all-docs-by-dty-funct-form-RM,Docs By Duty Function -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-dty-funct-form,,,Select metadata for documents linked to a given duty function.  No filter group is applied.,
all-docs-by-file-form-RM,Documents for File -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-file-form,,,Select all documents associated with a specific file.,
all-docs-by-fnct-list-name-form-RM,Docs By Function List General Field Name -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-fnct-list-name-form,,,List documents for a duty function list related general field name.  No filter group is applied.,
all-docs-by-funct-fld-name-form-RM,Docs By Duty Function General Field Name -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-funct-fld-name-form,,,List documents for a duty function related general field name.  No filter group is applied.,
all-docs-by-funct-lst-form-RM,Docs By Function List -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-funct-lst-form,,,Select metadata for documents linked to a given function list.,
all-docs-by-people-lst-form-RM,Docs By People List -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-people-lst-form,,,Select metadata for documents linked to a given people list.,
all-docs-by-ppl-list-name-form-RM,Docs By People List General Field Name -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-ppl-list-name-form,,,List documents for a people list related general field name.  No filter group is applied.,
all-docs-by-radio-btn-form-RM,Docs By Radio Button Attribute -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-radio-btn-form,,,Select all of the documents for a given document radio button attribute.,
all-docs-by-tag-form-RM,Docs By Tag -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-tag-form,,,Return document data linked to a given tag.,
all-docs-by-text-field-form-RM,Docs By Text Field -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-by-text-field-form,,,Select a list of documents for a given text string and free text field ID.,
all-docs-date-after-form-RM,Docs Date After -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-date-after-form,,,Return metadata for documents and associated files where a date record is after a given date.  Does not apply a filter group.,
all-docs-date-before-form-RM,Docs Date Before -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-date-before-form,,,Return metadata for documents and associated files where a date record is before a given date. Does not apply a filter group.,
all-docs-date-between-form-RM,Docs Date Between -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-date-between-form,,,Return metadata for documents and associated files where a date record is between given dates.,
all-docs-date-equals-form-RM,Docs Date Equals -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-date-equals-form,,,Return metadata for documents and associated files where a date record is equal to a given date.,
all-docs-int-between-form-RM,Docs Integer Between -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-int-between-form,,,Return metadata for documents and associated files where the designated integer field is between two given values.,
all-docs-int-equals-form-RM,Docs Integer Equals -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-int-equals-form,,,Return metadata for documents and associated files where the designated integer field is equal to the given value.,
all-docs-int-grtr-than-form-RM,Docs Integer Greater -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-int-grtr-than-form,,,Return metadata for documents and associated files where the designated integer field is greater than the given value.,
all-docs-int-less-than-form-RM,Docs Integer Less Than -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-int-less-than-form,,,Return metadata for documents and associated files where the designated integer field is less than the given value.,
all-docs-multi-sel-atr-form-RM,Docs By Multi-Select Attribute -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-multi-sel-atr-form,,,Select metadata for documents linked to a given mulit-select attribute.,
all-docs-real-between-form-RM,Docs Real Number Between -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-real-between-form,,,Return metadata for documents and associated files where a real number field is between two given values.,
all-docs-real-equals-form-RM,Docs Real Number Equals -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-real-equals-form,,,Return metadata for documents and associated files where the designated real number field is equal to the given value.,
all-docs-real-greater-form-3,Docs Real Number Greater Than -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-real-greater-form,,,Return metadata for documents and associated files where the designated real number field is greater than the given value.,
all-docs-real-less-form-7,Docs Real Number Less Than -- Unfiltered,ReviewingMenu-Documents,Reviewer,FORM,all-docs-real-less-form,,,Return metadata for documents and associated files where the designated real number field is less than the given value.,
all-docs-with-ed-perm-form-1,Metadata Editable Docs for User,ReviewingMenu-Documents,Reviewer,FORM,all-docs-with-ed-perm-form,,,List the metadata for all of the documents for which the connected user has edit permission.,
recent-documents-form-4,Recently Created Documents,ReviewingMenu-Documents,Reviewer,READ,recent-documents,,,Recent Documents,
all-files-by-dty-funct-form-4,Files By Duty Function -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-by-dty-funct-form,,,Select file metadata for all the files for a given duty function.  No filter group is applied.,
all-files-by-file-grp-form-8,Files for File Group,ReviewingMenu-Files,Reviewer,FORM,all-files-by-file-grp-form,,,List the files linked to a given file group.,
all-files-by-fnct-list-name-form-10,Files By Function List General Field Name -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-by-fnct-list-name-form,,,List files for a duty function list related general field name.  No filter group is applied.,
all-files-by-funct-fld-name-form-4,Files By Duty Function General Field Name -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-by-funct-fld-name-form,,,List files for a duty function related general field name.  No filter group is applied.,
all-files-by-funct-lst-form-8,Files By Function List -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-by-funct-lst-form,,,Return metadata for files for a given function list. No filter group is applied.,
all-files-by-ms-list-form-10,Files for Multi-Select Attribute -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-by-ms-list-form,,,Return metadata for files which are linked to a given multi-select attribute. No filter group is applied.,
all-files-by-pple-list-field-name-form-4,Files By People List General Field Name -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-by-pple-list-field-name-form,,,List files for a people list related general field name.  No filter group is applied.,
all-files-by-pple-list-form-8,Files By People List -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-by-pple-list-form,,,Return metadata for files for a given people list.,
all-files-by-radio-btn-form-10,Files for Radio Button -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-by-radio-btn-form,,,Select all of the files for a given radio button attribute. Does not apply a filter group.,
all-files-by-txt-field-form-4,Files By Text Field -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-by-txt-field-form,,,Return metadata for files where a given text field contains a given text string.,
all-files-date-after-form-8,Files Date After -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-date-after-form,,,Return metadata for files where a date record is after a given date.,
all-files-date-before-form-10,Files Date Before -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-date-before-form,,,Return metadata for files where a date record is before a given date.,
all-files-date-between-form-4,Files Date Between -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-date-between-form,,,Return metadata for files where a date record is between given dates.,
all-files-date-equals-form-8,Files Date Equals -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-date-equals-form,,,Return metadata for files where a date record equals a given date.,
all-files-for-one-doc-form-10,All Files for Document,ReviewingMenu-Files,Reviewer,FORM,all-files-for-one-doc-form,,,List file metdata of all the files linked to the document id.,
all-files-int-between-form-4,Files integer between -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-int-between-form,,,Select file IDs and metadata where the value for a given integer field is between two given integer values.  No filter group is applied.,
all-files-int-equals-form-8,Files Integer Equals -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-int-equals-form,,,Select file IDs and metadata where a given integer field equals a given integer value.  No filter group is applied.,
all-files-int-grtr-than-form-10,Files Integer Greater Than -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-int-grtr-than-form,,,Select file IDs and metadata where a given integer field is greater than a given integer value.  No filter group is applied.,
all-files-int-less-than-form-4,Files integer Less Than -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-int-less-than-form,,,Select file IDs and metadata where a given integer field is less than a given integer value.  No filter group is applied.,
all-files-real-between-form-8,Files Real Number Between -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-real-between-form,,,Select file IDs and metadata where the value for a given real number field is between two given values. No filter group is applied.,
all-files-real-equals-form-10,Files Real Number Equals -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-real-equals-form,,,Select file IDs and metadata where the value for a given real number field equals a given value. No filter group is applied.,
all-files-real-greater-form-4,Files Real Number Greater Than -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-real-greater-form,,,Select file IDs and metadata where the value for a given real number field is greater than a given value.  No filter group is applied.,
all-files-real-less-form-8,Files Real Number Less Than -- Unfiltered,ReviewingMenu-Files,Reviewer,FORM,all-files-real-less-form,,,Select file IDs and metadata according to where a real number of less than a given value.  Applies a filter group.,
all-files-with-ed-perm-form-12,Metadata Editable Files for User,ReviewingMenu-Files,Reviewer,FORM,all-files-with-ed-perm-form,,,List the metadata for all of the files for which the connected user has edit permission.,
all-fls-by-co-ms-attr-form-4,All Files for Common Object Multi-Select Attribute,ReviewingMenu-Files,Reviewer,FORM,all-fls-by-co-ms-attr-form,,,List all the metadata for files for a given common object multi-select attribute.,
all-fls-by-co-rb-attr-form-1,All Files for Common Object Radio Button Attribute,ReviewingMenu-Files,Reviewer,FORM,all-fls-by-co-rb-attr-form,,,List all the metadata for files for a given common object radio button attribute.,
recent-files-form-8,Recently Created Files,ReviewingMenu-Files,Reviewer,READ,recent-files,,,Recent Files,
rid-ins-wf-funct-output-file-form-3,Create File to Workflow Output Step For Function,ReviewingMenu-Files,Reviewer,FORM,rid-ins-wf-funct-output-file-form,,,Create a workflow function output file record to create a new record of output file for a given function and step.,
rid-ins-wf-people-output-file-form-7,Create File to Workflow Output Step for Person,ReviewingMenu-Files,Reviewer,FORM,rid-ins-wf-people-output-file-form,,,Create a workflow person output file record to create a new record of output file for a given person and step.,
UnprivilegedSearch,Search,AdvancedMenu,,,,,1,Unprivileged search functions,
SelfOnboard,Self Onboard,ConnectedUserMenu,,DUC,self-onboard,,11,Self onboard the connected user,
WhoIsThis,Who is this?,ConnectedUserMenu,,READ,who-is-this,,30,Returns the username of the connected user.,
FileContentSearch,File Content Search,ContentSearch,,FORM,file-contains-search,,1,File content search using CONTAIN query.  Filtered list.  Search 'TSQL CONTAINS' for more information.,
FileContentTableSearch,File Content Search - Ordered Table,ContentSearch,,FORM,file-contains-table-search,,2,File content search using CONTAINSTABLE query.  Filtered list.  Search 'TSQL CONTAINSTABLE' for more information.,
FileFreeTextSearch,File Content Free Text Search,ContentSearch,,FORM,file-freetext-search,,3,File content search using FREETEXT query.  Filtered list.  Search 'TSQL FREETEXT' for more information.,
FileFreeTextTableSearch,File Content Free Text Search - Ordered Table,ContentSearch,,FORM,file-freetext-table-search,,4,File content search using FREETEXTABLE query.  Filtered list.  Search 'TSQL FREETEXTTABLE' for more information.,
FileContentSearch-unpriv,File Content Search,ContentSearch-unpriv,,FORM,file-contains-search,,1,File content search using CONTAIN query.  Filtered list.  Search 'TSQL CONTAINS' for more information.,
FileContentTableSearch-unpriv,File Content Search - Ordered Table,ContentSearch-unpriv,,FORM,file-contains-table-search,,2,File content search using CONTAINSTABLE query.  Filtered list.  Search 'TSQL CONTAINSTABLE' for more information.,
FileFreeTextSearch-unpriv,File Content Free Text Search,ContentSearch-unpriv,,FORM,file-freetext-search,,3,File content search using FREETEXT query.  Filtered list.  Search 'TSQL FREETEXT' for more information.,
FileFreeTextTableSearch-unpriv,File Content Free Text Search - Ordered Table,ContentSearch-unpriv,,FORM,file-freetext-table-search,,4,File content search using FREETEXTABLE query.  Filtered list.  Search 'TSQL FREETEXTTABLE' for more information.,
Contr-Log-Readlog,File Read Log,Contr-Log,,,,,,,
Contr-Log-Deletelog,File Delete Log,Contr-Log,,,,,,,
Controller-Common,Common Objects,ControllingMenu,,,,,,,
Contr-People-Tag-Authorise,Authorize,Contr-People-Tag,,,,,,,
Contr-People-Tag-Update,Update,Contr-People-Tag,,,,,,,
Contr-People-Tag-Revoke,Revoke,Contr-People-Tag,,,,,,,
Editor-Tags-Read,Tag Data,Editor-Tags,,,,,1,Tag data,
Tags-3,All Tags,Editor-Tags-Read,,READ,all-tags,,11,Select all tags.,
TagTreeNames-3,Tag Tree Names,Editor-Tags-Read,,READ,all-tag-tree-names,,12,Select the records for all tag tree names.,
BrowsingTreeNames-3,Browsing Tree Names,Editor-Tags-Read,,READ,browsing-tree-names,,13,Select all tag browsing tree name details.,
browsing-tree-by-id-form-3,Browsing Tree Details,Editor-Tags-Read,,FORM,browsing-tree-by-id-form,,,Select all of the tags for a given tag browsing tree ID.,
tag-by-tag-id-form-3,Tag Details,Editor-Tags-Read,,FORM,tag-by-tag-id-form,,,Select the details for a given tag ID.,
tag-get-ancestors-form-3,Tag Ancestors,Editor-Tags-Read,,FORM,tag-get-ancestors-form,,,Select all of the ancestors of a tag tree node.,
tag-get-descendants-form-3,Tag Descendants,Editor-Tags-Read,,FORM,tag-get-descendants-form,,,Select all of the descendants of a tag tree node.,
tag-get-root-form-3,Root Node,Editor-Tags-Read,,FORM,tag-get-root-form,,,Select the root node of the tree for a given node.,
tag-groups-by-tag-form-3,Tag Groups By Tag,Editor-Tags-Read,,FORM,tag-groups-by-tag-form,,,Select the data for all of the tag groups linked to a given tag.,
tags-by-doc-form-3,Tags for Document,Editor-Tags-Read,,FORM,tags-by-doc-form,,,Select all of the tags linked to a given document.,
tags-by-string-form-3,Tags By Name,Editor-Tags-Read,,FORM,tags-by-string-form,,,Select all the tags which contain a string equal or like a given string.,
tags-by-tag-group-form-3,Tags By Tag Group,Editor-Tags-Read,,FORM,tags-by-tag-group-form,,,Select the data for all tags for a given tag group.,
tag-tree-by-tree-id-form-3,Tags By Tag Tree,Editor-Tags-Read,,FORM,tag-tree-by-tree-id-form,,,Select all of the tags for a given tag tree ID.,
tree-node-form-3,Tag Tree Node Details,Editor-Tags-Read,,FORM,tree-node-form,,,Select the details for a given tag tree node.,
trees-by-tag-form-3,Trees By Tag,Editor-Tags-Read,,FORM,trees-by-tag-form,,,"Select the details of all trees which contain a given tag, and also Return the node ID and node string.",
TagGroupIdNames-3-unpriv,Tag Group ID Names,Editor-Tags-Read-unpriv,,READ,all-tag-group-id-names,,9,Select all tag group name details.,
TagGroupLinks-3-unpriv,Tag Group Links,Editor-Tags-Read-unpriv,,READ,all-tag-group-links,,10,Select the data for all tag to tag group Link.,
Tags-3-unpriv,All Tags,Editor-Tags-Read-unpriv,,READ,all-tags,,11,Select all tags.,
TagTreeNames-3-unpriv,Tag Relationship Tree Names,Editor-Tags-Read-unpriv,,READ,all-tag-tree-names,,12,Select the records for all tag tree names.,
BrowsingTreeNames-3-unpriv,Browsing Tree Names,Editor-Tags-Read-unpriv,,READ,browsing-tree-names,,13,Select all tag browsing tree name details.,
AllGlobalSettings,Global Settings,InformationMenu,,READ,all-global-settings,,1,List all global settings,
Nameplate-1,Database Layer Nameplate,InformationMenu,,READ,nameplate,,2,Display the database layer product nameplate details,
DatabaseEula,Database EULA,InformationMenu,,READ,display-eula,,3,Displays the EULA for the Elyse Database,
